time,max_disp,kinetic,cfl,residual
2.000000e-03,4.620761e-03,9.277333e-02,1.457582e-01,7.092933e-05
4.000000e-03,4.730134e-03,1.340139e-02,1.346909e-01,9.510113e-05
6.000000e-03,4.822328e-03,2.211269e-02,1.349438e-01,6.047696e-05
8.000000e-03,4.979203e-03,1.278949e-02,1.351967e-01,6.082467e-05
1.000000e-02,5.177659e-03,1.233647e-02,1.354495e-01,5.201013e-05
1.200000e-02,5.403079e-03,9.721372e-03,1.357023e-01,4.867154e-05
1.400000e-02,5.640468e-03,8.903568e-03,1.359550e-01,4.474392e-05
1.600000e-02,5.914296e-03,8.164668e-03,1.362077e-01,4.283213e-05
1.800000e-02,6.211202e-03,8.031311e-03,1.364603e-01,4.175004e-05
2.000000e-02,6.520111e-03,8.080002e-03,1.367128e-01,4.167536e-05
2.200000e-02,6.839417e-03,8.310537e-03,1.369651e-01,4.206891e-05
2.400000e-02,7.168768e-03,8.554153e-03,1.372174e-01,4.269965e-05
2.600000e-02,7.507057e-03,8.776274e-03,1.374696e-01,4.330051e-05
2.800000e-02,7.853522e-03,8.929299e-03,1.377216e-01,4.377211e-05
3.000000e-02,8.207174e-03,9.026008e-03,1.379735e-01,4.407753e-05
3.200000e-02,8.567106e-03,9.083695e-03,1.382252e-01,4.426055e-05
3.400000e-02,8.932308e-03,9.135642e-03,1.384768e-01,4.438757e-05
3.600000e-02,9.301738e-03,9.205073e-03,1.387282e-01,4.453045e-05
3.800000e-02,9.674226e-03,9.305517e-03,1.389794e-01,4.473471e-05
4.000000e-02,1.004848e-02,9.436715e-03,1.392304e-01,4.501547e-05
4.200000e-02,1.042302e-02,9.588860e-03,1.394813e-01,4.535837e-05
4.400000e-02,1.079614e-02,9.745878e-03,1.397319e-01,4.572990e-05
4.600000e-02,1.116584e-02,9.892346e-03,1.399823e-01,4.609099e-05
4.800000e-02,1.152977e-02,1.001750e-02,1.403906e-01,4.641042e-05
5.000000e-02,1.188518e-02,1.011822e-02,1.410869e-01,4.667267e-05
5.200000e-02,1.222887e-02,1.019846e-02,1.417677e-01,4.688003e-05
5.400000e-02,1.255715e-02,1.026690e-02,1.424339e-01,4.704859e-05
5.600000e-02,1.291276e-02,1.033358e-02,1.430864e-01,4.720116e-05
5.800000e-02,1.327713e-02,1.040645e-02,1.437261e-01,4.735915e-05
6.000000e-02,1.363352e-02,1.048934e-02,1.444516e-01,4.753629e-05
6.200000e-02,1.397993e-02,1.058166e-02,1.453192e-01,4.773590e-05
6.400000e-02,1.431405e-02,1.067960e-02,1.461745e-01,4.795228e-05
6.600000e-02,1.463325e-02,1.077842e-02,1.470174e-01,4.817500e-05
6.800000e-02,1.493454e-02,1.087473e-02,1.478479e-01,4.839432e-05
7.000000e-02,1.521455e-02,1.096811e-02,1.486660e-01,4.860572e-05
7.200000e-02,1.546958e-02,1.106164e-02,1.494720e-01,4.881227e-05
7.400000e-02,1.569559e-02,1.116108e-02,1.502658e-01,4.902406e-05
7.600000e-02,1.588830e-02,1.127324e-02,1.510478e-01,4.925526e-05
7.800000e-02,1.615626e-02,1.140416e-02,1.518181e-01,4.952004e-05
8.000000e-02,1.643613e-02,1.155740e-02,1.525771e-01,4.982861e-05
8.200000e-02,1.669641e-02,1.173320e-02,1.533250e-01,5.018429e-05
8.400000e-02,1.693405e-02,1.192902e-02,1.540621e-01,5.058344e-05
8.600000e-02,1.714567e-02,1.214090e-02,1.547887e-01,5.101781e-05
8.800000e-02,1.732755e-02,1.236518e-02,1.555051e-01,5.147817e-05
9.000000e-02,1.747568e-02,1.260001e-02,1.562117e-01,5.195779e-05
9.200000e-02,1.758582e-02,1.284651e-02,1.569088e-01,5.245532e-05
9.400000e-02,1.765358e-02,1.310936e-02,1.575967e-01,5.297631e-05
9.600000e-02,1.767456e-02,1.339537e-02,1.582757e-01,5.353188e-05
9.800000e-02,1.764442e-02,1.371292e-02,1.591063e-01,5.413643e-05
1.000000e-01,1.755907e-02,1.407082e-02,1.599370e-01,5.480558e-05
1.020000e-01,1.741476e-02,1.447733e-02,1.607587e-01,5.555380e-05
1.040000e-01,1.720829e-02,1.493929e-02,1.615716e-01,5.639257e-05
1.060000e-01,1.717766e-02,1.546172e-02,1.623755e-01,5.732917e-05
1.080000e-01,1.710664e-02,1.604754e-02,1.631707e-01,5.836622e-05
1.100000e-01,1.699065e-02,1.669745e-02,1.639572e-01,5.950172e-05
1.120000e-01,1.682717e-02,1.740980e-02,1.647351e-01,6.072928e-05
1.140000e-01,1.661399e-02,1.818020e-02,1.655045e-01,6.203819e-05
1.160000e-01,1.634928e-02,1.900112e-02,1.662657e-01,6.341324e-05
1.180000e-01,1.603177e-02,1.986143e-02,1.670188e-01,6.483464e-05
1.200000e-01,1.566080e-02,2.074640e-02,1.677639e-01,6.627824e-05
1.220000e-01,1.524948e-02,2.163818e-02,1.685014e-01,6.771643e-05
1.240000e-01,1.481981e-02,2.251680e-02,1.692314e-01,6.911971e-05
1.260000e-01,1.455908e-02,2.336159e-02,1.699541e-01,7.045871e-05
1.280000e-01,1.447430e-02,2.415291e-02,1.706697e-01,7.170638e-05
1.300000e-01,1.435814e-02,2.487380e-02,1.713784e-01,7.284003e-05
1.320000e-01,1.420728e-02,2.551135e-02,1.720804e-01,7.384292e-05
1.340000e-01,1.401879e-02,2.605765e-02,1.727759e-01,7.470525e-05
1.360000e-01,1.379031e-02,2.651014e-02,1.734652e-01,7.542443e-05
1.380000e-01,1.361846e-02,2.687116e-02,1.741462e-01,7.600462e-05
1.400000e-01,1.358305e-02,2.714728e-02,1.748196e-01,7.645554e-05
1.420000e-01,1.351634e-02,2.734839e-02,1.755653e-01,7.679132e-05
1.440000e-01,1.341874e-02,2.748553e-02,1.763486e-01,7.702840e-05
1.460000e-01,1.329085e-02,2.757014e-02,1.771245e-01,7.718357e-05
1.480000e-01,1.313337e-02,2.761387e-02,1.778933e-01,7.727356e-05
1.500000e-01,1.338009e-02,2.762904e-02,1.786549e-01,7.731534e-05
1.520000e-01,1.373238e-02,2.762745e-02,1.794095e-01,7.732578e-05
1.540000e-01,1.408902e-02,2.762143e-02,1.801571e-01,7.732161e-05
1.560000e-01,1.444861e-02,2.762344e-02,1.808978e-01,7.732004e-05
1.580000e-01,1.481010e-02,2.764669e-02,1.816318e-01,7.733890e-05
1.600000e-01,1.517298e-02,2.770467e-02,1.823593e-01,7.739678e-05
1.620000e-01,1.553727e-02,2.781097e-02,1.830803e-01,7.751247e-05
1.640000e-01,1.590359e-02,2.797859e-02,1.837950e-01,7.770425e-05
1.660000e-01,1.627316e-02,2.821958e-02,1.845036e-01,7.798897e-05
1.680000e-01,1.664766e-02,2.854424e-02,1.852062e-01,7.838113e-05
1.700000e-01,1.702918e-02,2.896063e-02,1.859030e-01,7.889182e-05
1.720000e-01,1.742001e-02,2.947414e-02,1.865942e-01,7.952798e-05
1.740000e-01,1.782254e-02,3.008686e-02,1.872799e-01,8.029176e-05
1.760000e-01,1.823905e-02,3.079763e-02,1.879602e-01,8.118025e-05
1.780000e-01,1.867157e-02,3.160201e-02,1.886354e-01,8.218573e-05
1.800000e-01,1.912169e-02,3.249288e-02,1.893054e-01,8.329649e-05
1.820000e-01,1.959049e-02,3.346070e-02,1.899705e-01,8.449765e-05
1.840000e-01,2.008394e-02,3.449509e-02,1.906308e-01,8.577284e-05
1.860000e-01,2.062191e-02,3.558428e-02,1.912863e-01,8.710498e-05
1.880000e-01,2.118127e-02,3.671727e-02,1.919373e-01,8.847753e-05
1.900000e-01,2.177174e-02,3.788384e-02,1.925838e-01,8.987583e-05
1.920000e-01,2.241166e-02,3.907557e-02,1.932259e-01,9.128767e-05
1.940000e-01,2.305380e-02,4.028580e-02,1.938813e-01,9.270363e-05
1.960000e-01,2.369885e-02,4.151028e-02,1.945985e-01,9.411730e-05
1.980000e-01,2.434756e-02,4.274575e-02,1.953105e-01,9.552459e-05
2.000000e-01,2.500057e-02,4.399093e-02,1.960175e-01,9.692328e-05
2.020000e-01,2.565834e-02,4.524498e-02,1.967196e-01,9.831262e-05
2.040000e-01,2.632102e-02,4.650791e-02,1.974167e-01,9.969255e-05
2.060000e-01,2.698849e-02,4.778004e-02,1.981091e-01,1.010636e-04
2.080000e-01,2.766028e-02,4.906216e-02,1.987967e-01,1.024267e-04
2.100000e-01,2.833568e-02,5.035492e-02,1.994798e-01,1.037828e-04
2.120000e-01,2.901373e-02,5.165891e-02,2.001583e-01,1.051329e-04
2.140000e-01,2.969332e-02,5.297602e-02,2.008323e-01,1.064783e-04
2.160000e-01,3.037327e-02,5.430678e-02,2.015019e-01,1.078206e-04
2.180000e-01,3.105244e-02,5.565164e-02,2.021672e-01,1.091601e-04
2.200000e-01,3.172982e-02,5.700986e-02,2.028282e-01,1.104971e-04
2.220000e-01,3.240459e-02,5.837889e-02,2.034849e-01,1.118300e-04
2.240000e-01,3.312320e-02,5.975521e-02,2.041375e-01,1.131561e-04
2.260000e-01,3.383927e-02,6.113354e-02,2.047861e-01,1.144714e-04
2.280000e-01,3.455169e-02,6.250601e-02,2.054305e-01,1.157703e-04
2.300000e-01,3.526016e-02,6.386509e-02,2.060706e-01,1.170459e-04
2.320000e-01,3.596476e-02,6.520009e-02,2.067063e-01,1.182908e-04
2.340000e-01,3.666588e-02,6.650437e-02,2.073374e-01,1.194979e-04
2.360000e-01,3.736419e-02,6.776861e-02,2.079639e-01,1.206611e-04
2.380000e-01,3.806057e-02,6.898770e-02,2.085859e-01,1.217754e-04
2.400000e-01,3.875595e-02,7.015658e-02,2.092033e-01,1.228375e-04
2.420000e-01,3.945124e-02,7.127359e-02,2.098161e-01,1.238459e-04
2.440000e-01,4.014722e-02,7.233766e-02,2.104244e-01,1.248006e-04
2.460000e-01,4.084440e-02,7.335072e-02,2.110282e-01,1.257034e-04
2.480000e-01,4.154300e-02,7.431544e-02,2.116276e-01,1.265573e-04
2.500000e-01,4.224285e-02,7.523518e-02,2.122226e-01,1.273659e-04
2.520000e-01,4.294338e-02,7.611524e-02,2.128133e-01,1.281338e-04
2.540000e-01,4.364365e-02,7.696016e-02,2.133997e-01,1.288658e-04
2.560000e-01,4.434236e-02,7.777389e-02,2.139818e-01,1.295661e-04
2.580000e-01,4.503796e-02,7.856190e-02,2.145597e-01,1.302390e-04
2.600000e-01,4.572867e-02,7.932723e-02,2.151772e-01,1.308886e-04
2.620000e-01,4.641267e-02,8.007261e-02,2.158096e-01,1.315176e-04
2.640000e-01,4.708812e-02,8.079933e-02,2.164374e-01,1.321280e-04
2.660000e-01,4.775329e-02,8.150632e-02,2.170608e-01,1.327200e-04
2.680000e-01,4.840665e-02,8.219084e-02,2.176797e-01,1.332923e-04
2.700000e-01,4.904692e-02,8.284972e-02,2.182942e-01,1.338428e-04
2.720000e-01,4.967312e-02,8.347537e-02,2.189044e-01,1.343674e-04
2.740000e-01,5.028457e-02,8.406138e-02,2.195101e-01,1.348607e-04
2.760000e-01,5.088090e-02,8.459883e-02,2.201116e-01,1.353169e-04
2.780000e-01,5.146199e-02,8.508060e-02,2.207087e-01,1.357298e-04
2.800000e-01,5.218594e-02,8.549840e-02,2.213016e-01,1.360936e-04
2.820000e-01,5.291730e-02,8.584698e-02,2.218902e-01,1.364035e-04
2.840000e-01,5.363612e-02,8.612038e-02,2.224746e-01,1.366552e-04
2.860000e-01,5.434125e-02,8.631624e-02,2.230547e-01,1.368459e-04
2.880000e-01,5.503178e-02,8.643145e-02,2.236307e-01,1.369737e-04
2.900000e-01,5.570710e-02,8.646559e-02,2.242025e-01,1.370373e-04
2.920000e-01,5.636685e-02,8.641822e-02,2.247701e-01,1.370365e-04
2.940000e-01,5.698933e-02,8.840296e-02,2.253327e-01,1.377923e-04
2.960000e-01,5.756628e-02,8.801516e-02,2.258919e-01,1.384398e-04
2.980000e-01,5.812785e-02,9.139055e-02,2.264463e-01,1.395886e-04
3.000000e-01,5.868382e-02,9.544612e-02,2.269967e-01,1.424583e-04
3.020000e-01,5.922353e-02,9.399089e-02,2.275447e-01,1.434710e-04
3.040000e-01,5.974683e-02,9.457541e-02,2.280882e-01,1.431501e-04
3.060000e-01,6.025434e-02,9.376582e-02,2.286279e-01,1.430691e-04
3.080000e-01,6.095341e-02,9.446565e-02,2.291632e-01,1.430316e-04
3.100000e-01,6.175017e-02,9.333129e-02,2.296947e-01,1.428717e-04
3.120000e-01,6.252641e-02,9.523182e-02,2.302209e-01,1.431591e-04
3.140000e-01,6.327876e-02,9.693737e-02,2.307435e-01,1.445298e-04
3.160000e-01,6.399618e-02,9.945571e-02,2.312598e-01,1.461018e-04
3.180000e-01,6.467792e-02,1.011058e-01,2.317720e-01,1.476627e-04
3.200000e-01,6.532611e-02,9.930644e-02,2.322820e-01,1.476138e-04
3.220000e-01,6.596800e-02,1.010314e-01,2.327863e-01,1.475904e-04
3.240000e-01,6.693939e-02,9.853415e-02,2.332876e-01,1.473075e-04
3.260000e-01,6.787367e-02,1.026117e-01,2.337830e-01,1.478795e-04
3.280000e-01,6.876849e-02,9.852401e-02,2.342752e-01,1.478881e-04
3.300000e-01,6.962273e-02,1.004513e-01,2.347609e-01,1.470991e-04
3.320000e-01,7.043809e-02,9.691994e-02,2.352687e-01,1.465071e-04
3.340000e-01,7.121678e-02,9.867821e-02,2.357974e-01,1.458574e-04
3.360000e-01,7.195912e-02,9.727739e-02,2.363220e-01,1.459834e-04
3.380000e-01,7.266173e-02,9.528091e-02,2.368426e-01,1.447261e-04
3.400000e-01,7.333155e-02,9.681423e-02,2.373582e-01,1.445422e-04
3.420000e-01,7.431793e-02,9.331841e-02,2.378695e-01,1.438110e-04
3.440000e-01,7.528475e-02,9.432204e-02,2.383739e-01,1.428712e-04
3.460000e-01,7.622707e-02,9.422381e-02,2.388729e-01,1.432101e-04
3.480000e-01,7.713672e-02,9.116656e-02,2.393687e-01,1.420166e-04
3.500000e-01,7.801465e-02,9.195836e-02,2.398583e-01,1.411445e-04
3.520000e-01,7.885749e-02,8.830838e-02,2.403444e-01,1.400429e-04
3.540000e-01,7.966268e-02,8.661599e-02,2.408257e-01,1.379644e-04
3.560000e-01,8.043009e-02,8.377147e-02,2.413022e-01,1.361616e-04
3.580000e-01,8.115894e-02,8.468340e-02,2.417729e-01,1.353811e-04
3.600000e-01,8.215091e-02,8.069161e-02,2.422395e-01,1.341415e-04
3.620000e-01,8.310233e-02,8.223113e-02,2.426984e-01,1.331455e-04
3.640000e-01,8.400468e-02,7.763162e-02,2.431545e-01,1.318834e-04
3.660000e-01,8.485334e-02,7.825190e-02,2.436043e-01,1.302415e-04
3.680000e-01,8.565370e-02,7.751514e-02,2.440492e-01,1.301888e-04
3.700000e-01,8.640005e-02,7.404746e-02,2.444913e-01,1.284280e-04
3.720000e-01,8.709547e-02,7.161981e-02,2.449292e-01,1.259126e-04
3.740000e-01,8.774302e-02,6.866084e-02,2.453625e-01,1.235609e-04
3.760000e-01,8.834475e-02,6.599061e-02,2.457910e-01,1.210597e-04
3.780000e-01,8.890436e-02,6.326373e-02,2.462146e-01,1.186084e-04
3.800000e-01,8.942233e-02,5.991157e-02,2.466332e-01,1.157793e-04
3.820000e-01,9.014489e-02,5.754662e-02,2.470476e-01,1.130626e-04
3.840000e-01,9.089624e-02,5.510304e-02,2.474565e-01,1.107310e-04
3.860000e-01,9.160100e-02,5.280021e-02,2.478607e-01,1.083707e-04
3.880000e-01,9.226781e-02,5.455111e-02,2.482570e-01,1.080798e-04
3.900000e-01,9.290154e-02,5.451809e-02,2.486465e-01,1.089474e-04
3.920000e-01,9.349335e-02,5.055202e-02,2.490340e-01,1.069227e-04
3.940000e-01,9.404397e-02,4.922350e-02,2.494204e-01,1.042027e-04
3.960000e-01,9.456537e-02,5.020333e-02,2.497972e-01,1.040276e-04
3.980000e-01,9.505411e-02,4.737297e-02,2.501721e-01,1.030417e-04
4.000000e-01,9.550989e-02,4.588312e-02,2.505435e-01,1.007638e-04
4.020000e-01,9.593712e-02,4.383437e-02,2.509528e-01,9.881889e-05
4.040000e-01,9.633370e-02,4.205729e-02,2.513618e-01,9.669655e-05
4.060000e-01,9.670862e-02,4.396908e-02,2.517614e-01,9.675786e-05
4.080000e-01,9.705173e-02,4.037826e-02,2.521568e-01,9.577992e-05
4.100000e-01,9.735701e-02,3.946861e-02,2.525502e-01,9.323365e-05
4.120000e-01,9.762841e-02,3.758955e-02,2.529387e-01,9.157753e-05
4.140000e-01,9.786033e-02,3.618259e-02,2.533222e-01,8.961062e-05
4.160000e-01,9.817395e-02,3.475297e-02,2.537006e-01,8.786646e-05
4.180000e-01,9.850923e-02,3.349475e-02,2.540738e-01,8.618668e-05
4.200000e-01,9.880591e-02,3.236059e-02,2.544418e-01,8.466037e-05
4.220000e-01,9.906438e-02,3.137304e-02,2.548044e-01,8.328444e-05
4.240000e-01,9.928521e-02,3.053886e-02,2.551616e-01,8.208346e-05
4.260000e-01,9.946889e-02,2.986009e-02,2.555134e-01,8.107261e-05
4.280000e-01,9.961602e-02,2.934257e-02,2.558598e-01,8.026392e-05
4.300000e-01,9.972616e-02,2.731538e-02,2.562012e-01,7.849116e-05
4.320000e-01,9.979852e-02,2.788839e-02,2.565381e-01,7.748793e-05
4.340000e-01,9.983577e-02,2.754640e-02,2.568679e-01,7.766649e-05
4.360000e-01,9.983882e-02,2.623720e-02,2.571935e-01,7.647300e-05
4.380000e-01,9.980709e-02,2.693887e-02,2.575142e-01,7.605697e-05
4.400000e-01,9.974394e-02,2.552860e-02,2.578295e-01,7.552991e-05
4.420000e-01,9.964956e-02,2.700342e-02,2.581404e-01,7.558602e-05
4.440000e-01,9.952599e-02,2.726321e-02,2.584440e-01,7.684561e-05
4.460000e-01,9.937526e-02,2.825065e-02,2.587424e-01,7.771772e-05
4.480000e-01,9.919747e-02,2.888906e-02,2.590352e-01,7.885328e-05
4.500000e-01,9.899375e-02,2.977199e-02,2.593227e-01,7.989299e-05
4.520000e-01,9.876386e-02,3.055728e-02,2.596048e-01,8.102182e-05
4.540000e-01,9.850675e-02,2.977429e-02,2.598811e-01,8.099657e-05
4.560000e-01,9.821978e-02,3.160015e-02,2.601535e-01,8.170955e-05
4.580000e-01,9.790340e-02,3.212907e-02,2.604194e-01,8.327118e-05
4.600000e-01,9.757109e-02,3.241282e-02,2.606727e-01,8.376088e-05
4.620000e-01,9.720851e-02,3.440718e-02,2.609433e-01,8.523260e-05
4.640000e-01,9.680539e-02,3.460919e-02,2.612371e-01,8.666524e-05
4.660000e-01,9.636944e-02,3.612052e-02,2.615272e-01,8.771793e-05
4.680000e-01,9.589637e-02,3.689360e-02,2.618121e-01,8.913071e-05
4.700000e-01,9.538787e-02,3.819456e-02,2.620923e-01,9.038141e-05
4.720000e-01,9.483980e-02,3.545238e-02,2.623679e-01,8.943107e-05
4.740000e-01,9.425013e-02,3.829743e-02,2.626411e-01,8.955058e-05
4.760000e-01,9.362481e-02,3.884867e-02,2.629060e-01,9.160522e-05
4.780000e-01,9.296712e-02,4.088381e-02,2.631661e-01,9.312300e-05
4.800000e-01,9.227795e-02,4.219680e-02,2.634202e-01,9.506219e-05
4.820000e-01,9.156124e-02,4.400750e-02,2.636692e-01,9.682936e-05
4.840000e-01,9.099686e-02,4.315871e-02,2.639140e-01,9.736501e-05
4.860000e-01,9.042867e-02,4.621301e-02,2.641536e-01,9.857027e-05
4.880000e-01,8.983353e-02,4.471230e-02,2.643856e-01,9.941902e-05
4.900000e-01,8.921730e-02,4.754162e-02,2.646140e-01,1.001529e-04
4.920000e-01,8.857878e-02,4.820320e-02,2.648351e-01,1.020396e-04
4.940000e-01,8.791982e-02,5.011131e-02,2.650510e-01,1.033945e-04
4.960000e-01,8.723966e-02,5.126698e-02,2.652608e-01,1.049940e-04
4.980000e-01,8.654002e-02,5.280146e-02,2.654652e-01,1.063744e-04
5.000000e-01,8.582172e-02,5.405383e-02,2.656637e-01,1.077877e-04
5.020000e-01,8.508667e-02,5.540454e-02,2.658566e-01,1.090900e-04
5.040000e-01,8.433606e-02,5.518829e-02,2.660446e-01,1.096353e-04
5.060000e-01,8.357088e-02,5.709167e-02,2.662277e-01,1.104797e-04
5.080000e-01,8.279458e-02,5.798220e-02,2.664041e-01,1.118470e-04
5.100000e-01,8.200995e-02,5.945008e-02,2.665749e-01,1.129849e-04
5.120000e-01,8.121839e-02,6.057313e-02,2.667802e-01,1.142229e-04
5.140000e-01,8.042186e-02,6.187675e-02,2.669836e-01,1.153688e-04
5.160000e-01,7.966720e-02,5.454338e-02,2.671716e-01,1.123296e-04
5.180000e-01,7.893283e-02,6.008761e-02,2.673620e-01,1.115755e-04
5.200000e-01,7.818151e-02,5.853804e-02,2.675480e-01,1.135412e-04
5.220000e-01,7.743051e-02,5.910060e-02,2.677301e-01,1.130481e-04
5.240000e-01,7.667225e-02,6.027419e-02,2.679071e-01,1.138935e-04
5.260000e-01,7.600916e-02,4.974474e-02,2.680712e-01,1.091351e-04
5.280000e-01,7.542712e-02,5.724406e-02,2.682386e-01,1.077419e-04
5.300000e-01,7.484508e-02,5.334865e-02,2.683987e-01,1.095900e-04
5.320000e-01,7.426995e-02,5.719272e-02,2.685560e-01,1.095732e-04
5.340000e-01,7.373379e-02,4.773982e-02,2.686937e-01,1.065783e-04
5.360000e-01,7.321230e-02,5.440200e-02,2.688361e-01,1.052699e-04
5.380000e-01,7.266047e-02,4.701925e-02,2.689715e-01,1.048287e-04
5.400000e-01,7.218851e-02,4.106129e-02,2.690989e-01,9.762196e-05
5.420000e-01,7.177171e-02,4.615616e-02,2.692276e-01,9.726701e-05
5.440000e-01,7.136197e-02,4.093743e-02,2.693471e-01,9.716715e-05
5.460000e-01,7.094974e-02,4.596106e-02,2.694661e-01,9.709692e-05
5.480000e-01,7.051213e-02,4.103539e-02,2.695757e-01,9.712859e-05
5.500000e-01,7.003615e-02,4.424644e-02,2.697041e-01,9.617860e-05
5.520000e-01,6.948815e-02,4.489446e-02,2.698520e-01,9.837592e-05
5.540000e-01,6.888247e-02,4.716770e-02,2.699932e-01,9.996752e-05
5.560000e-01,6.821775e-02,4.857268e-02,2.701276e-01,1.019483e-04
5.580000e-01,6.749545e-02,5.050623e-02,2.702562e-01,1.037072e-04
5.600000e-01,6.670847e-02,5.068849e-02,2.703807e-01,1.047842e-04
5.620000e-01,6.585042e-02,5.357188e-02,2.704999e-01,1.063725e-04
5.640000e-01,6.492740e-02,5.490719e-02,2.706112e-01,1.085112e-04
5.660000e-01,6.404950e-02,4.744163e-02,2.707077e-01,1.052880e-04
5.680000e-01,6.321464e-02,5.379777e-02,2.708063e-01,1.047775e-04
5.700000e-01,6.242799e-02,4.510645e-02,2.708907e-01,1.034668e-04
5.720000e-01,6.170982e-02,4.941522e-02,2.709841e-01,1.012582e-04
5.740000e-01,6.095655e-02,5.008125e-02,2.711302e-01,1.039148e-04
5.760000e-01,6.014276e-02,5.235751e-02,2.712706e-01,1.054342e-04
5.780000e-01,5.929272e-02,4.988932e-02,2.714011e-01,1.053284e-04
5.800000e-01,5.839449e-02,5.406616e-02,2.715325e-01,1.061899e-04
5.820000e-01,5.741384e-02,5.427027e-02,2.716882e-01,1.084201e-04
5.840000e-01,5.689747e-02,5.655798e-02,2.718438e-01,1.096509e-04
5.860000e-01,5.635992e-02,5.764785e-02,2.719928e-01,1.113084e-04
5.880000e-01,5.571448e-02,5.945097e-02,2.721363e-01,1.127043e-04
5.900000e-01,5.494801e-02,6.093950e-02,2.722738e-01,1.142750e-04
5.920000e-01,5.405214e-02,6.273352e-02,2.724057e-01,1.158198e-04
5.940000e-01,5.302124e-02,6.450110e-02,2.725318e-01,1.174745e-04
5.960000e-01,5.185408e-02,6.643821e-02,2.726521e-01,1.191718e-04
5.980000e-01,5.055318e-02,6.842155e-02,2.727665e-01,1.209428e-04
6.000000e-01,4.912522e-02,7.049756e-02,2.728752e-01,1.227499e-04
6.020000e-01,4.758048e-02,7.260391e-02,2.729781e-01,1.245846e-04
6.040000e-01,4.593260e-02,7.473164e-02,2.730754e-01,1.264149e-04
6.060000e-01,4.419782e-02,7.683429e-02,2.731673e-01,1.282172e-04
6.080000e-01,4.239429e-02,7.888463e-02,2.732543e-01,1.299618e-04
6.100000e-01,4.054116e-02,8.085021e-02,2.733363e-01,1.316261e-04
6.120000e-01,3.865768e-02,8.271225e-02,2.734134e-01,1.331922e-04
6.140000e-01,3.714389e-02,8.445381e-02,2.734854e-01,1.346492e-04
6.160000e-01,3.563642e-02,8.606580e-02,2.735523e-01,1.359902e-04
6.180000e-01,3.412015e-02,8.754868e-02,2.736141e-01,1.372153e-04
6.200000e-01,3.259972e-02,8.891080e-02,2.736706e-01,1.383312e-04
6.220000e-01,3.107855e-02,9.016498e-02,2.737217e-01,1.393489e-04
6.240000e-01,2.955885e-02,9.132216e-02,2.737673e-01,1.402800e-04
6.260000e-01,2.804176e-02,9.239984e-02,2.738074e-01,1.411370e-04
6.280000e-01,2.660102e-02,9.340912e-02,2.738421e-01,1.419323e-04
6.300000e-01,2.538530e-02,9.435884e-02,2.738714e-01,1.426745e-04
6.320000e-01,2.415454e-02,9.525224e-02,2.738954e-01,1.433689e-04
6.340000e-01,2.290991e-02,9.609507e-02,2.739454e-01,1.440195e-04
6.360000e-01,2.165217e-02,9.689243e-02,2.739946e-01,1.446310e-04
6.380000e-01,2.038175e-02,9.764117e-02,2.740386e-01,1.452046e-04
6.400000e-01,1.909903e-02,9.833816e-02,2.740774e-01,1.457385e-04
6.420000e-01,1.780457e-02,9.898016e-02,2.741112e-01,1.462307e-04
6.440000e-01,1.651359e-02,9.955532e-02,2.741400e-01,1.466762e-04
6.460000e-01,1.559395e-02,1.000498e-01,2.741639e-01,1.470659e-04
6.480000e-01,1.465552e-02,1.004454e-01,2.741829e-01,1.473886e-04
6.500000e-01,1.369792e-02,1.007316e-01,2.741971e-01,1.476344e-04
6.520000e-01,1.272148e-02,1.008787e-01,2.742065e-01,1.477887e-04
6.540000e-01,1.172731e-02,1.008696e-01,2.742109e-01,1.478344e-04
6.560000e-01,1.071728e-02,1.006968e-01,2.742106e-01,1.477627e-04
6.580000e-01,1.009248e-02,1.003393e-01,2.742053e-01,1.475630e-04
6.600000e-01,1.000824e-02,9.979859e-02,2.741953e-01,1.472275e-04
6.620000e-01,9.926757e-03,9.907200e-02,2.741805e-01,1.467552e-04
6.640000e-01,9.847968e-03,9.816515e-02,2.741610e-01,1.461457e-04
6.660000e-01,9.771913e-03,9.708956e-02,2.741370e-01,1.454040e-04
6.680000e-01,9.698791e-03,9.586049e-02,2.741085e-01,1.445379e-04
6.700000e-01,9.675204e-03,9.449676e-02,2.740755e-01,1.435582e-04
6.720000e-01,9.688620e-03,9.301966e-02,2.740381e-01,1.424777e-04
6.740000e-01,9.707775e-03,9.145259e-02,2.739963e-01,1.413114e-04
6.760000e-01,1.011823e-02,8.981913e-02,2.739499e-01,1.400753e-04
6.780000e-01,1.120437e-02,8.814140e-02,2.738990e-01,1.387853e-04
6.800000e-01,1.231604e-02,8.643940e-02,2.738640e-01,1.374567e-04
6.820000e-01,1.339735e-02,8.473055e-02,2.738417e-01,1.361029e-04
6.840000e-01,1.444854e-02,8.302942e-02,2.738146e-01,1.347361e-04
6.860000e-01,1.547041e-02,8.134846e-02,2.737827e-01,1.333668e-04
6.880000e-01,1.646421e-02,7.969824e-02,2.737461e-01,1.320043e-04
6.900000e-01,1.743169e-02,7.808572e-02,2.737050e-01,1.306561e-04
6.920000e-01,1.837493e-02,7.651521e-02,2.736593e-01,1.293273e-04
6.940000e-01,1.929631e-02,7.498861e-02,2.736091e-01,1.280212e-04
6.960000e-01,2.019832e-02,7.350559e-02,2.735544e-01,1.267392e-04
6.980000e-01,2.108350e-02,7.206292e-02,2.734951e-01,1.254805e-04
